,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50
Person_470,0.0,1.0,,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,1.0,,,,1.0,0.0,,0.0,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
Person_471,1.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0,,0.0,0.0,1.0,0.0,
Person_472,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,0.0,0.0,,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,,,,,1.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,,1.0,,0.0,1.0,1.0,,1.0
Person_473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,0.0,0.0,,1.0,0.0,,,1.0,0.0,,1.0,0.0,1.0,1.0,,0.0,1.0,,0.0,,,0.0,1.0,0.0,,0.0,,,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,
Person_474,,1.0,,0.0,1.0,1.0,,,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,,,1.0,,1.0,0.0,0.0
Person_475,1.0,,,0.0,0.0,0.0,,1.0,,1.0,1.0,,0.0,,0.0,,0.0,0.0,,1.0,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,0.0,,,0.0,,0.0,,0.0
Person_476,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0
Person_477,0.0,,,1.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,,,,0.0,,1.0,1.0,,,,,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,,
Person_478,1.0,0.0,,,1.0,,,,1.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,
Person_479,1.0,,,0.0,1.0,0.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,0.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,1.0
Person_480,,1.0,0.0,0.0,1.0,,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,,,,0.0,0.0,,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,,,1.0,,,1.0,0.0,1.0
Person_481,,1.0,1.0,,,,,0.0,,1.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,,0.0,0.0,,,,
Person_482,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,0.0,1.0,,,0.0,,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,0.0
Person_483,,,0.0,,1.0,,0.0,,0.0,,,1.0,,,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,,1.0,0.0,0.0,,1.0,1.0,,0.0
Person_484,0.0,1.0,,0.0,1.0,,0.0,0.0,,1.0,,1.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
Person_485,1.0,1.0,,0.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,0.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,0.0,0.0
Person_486,,0.0,,0.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,0.0,1.0,,,1.0,,0.0,,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,1.0,,0.0,,0.0,1.0,1.0,0.0,0.0
Person_487,,,1.0,,,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,,,,1.0,,1.0,1.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,1.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0
Person_488,,0.0,1.0,,1.0,0.0,1.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,
Person_489,,1.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,1.0,0.0,0.0,,,0.0,,1.0,1.0,0.0,,,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,,,1.0,,,1.0,,0.0,0.0
Person_490,,0.0,,0.0,1.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,,,0.0,,1.0,,0.0,,0.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0,,,0.0,1.0,0.0,,1.0,,0.0
Person_491,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,0.0,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,0.0,1.0,0.0,,1.0,,0.0,1.0,0.0,1.0,,0.0,1.0,,0.0
Person_492,,,0.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0
Person_493,,,0.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,,0.0,,1.0,,,1.0,1.0,0.0,0.0,1.0,,,,1.0,0.0,,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0
Person_494,,,,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Person_495,0.0,1.0,,0.0,1.0,,1.0,0.0,,,1.0,1.0,0.0,,0.0,0.0,,0.0,1.0,1.0,,,0.0,0.0,,1.0,,1.0,1.0,,,1.0,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,
Person_496,1.0,1.0,0.0,,,,1.0,1.0,,1.0,1.0,,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,1.0,,0.0,,1.0,1.0,,,,0.0,,1.0,,0.0,1.0,,,0.0,,0.0,,1.0,0.0,0.0,0.0,
Person_497,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,0.0,0.0,,1.0,1.0,,0.0,1.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,,1.0,1.0,,0.0,1.0
Person_498,0.0,,,0.0,1.0,,,,0.0,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,,1.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,,1.0,,1.0,0.0,,0.0,0.0,0.0,1.0,
Person_499,1.0,1.0,1.0,,,0.0,,,1.0,,,1.0,,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,,,,1.0,,0.0,1.0,0.0,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,,0.0,0.0
Person_500,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,,0.0,1.0,,0.0,,1.0,0.0
Person_501,1.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,,,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,,0.0,1.0,
Person_502,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.0,,1.0,0.0,,0.0,1.0,,,,1.0,,,1.0,,,0.0,,,0.0,
Person_503,,1.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,,,0.0,0.0
Person_504,,1.0,1.0,,,,1.0,0.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
Person_505,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,0.0,,0.0,1.0,1.0,,,0.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,,1.0,1.0,,,,1.0,1.0,0.0
Person_506,,1.0,,,1.0,0.0,1.0,,,1.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,1.0,,0.0,,0.0,,,,,,0.0,1.0,0.0,,,,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0
Person_507,,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,,1.0,,1.0,0.0,0.0,0.0
Person_508,1.0,1.0,,0.0,,1.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,,1.0,0.0,,,1.0,,1.0,,,,,0.0,1.0,0.0,,1.0,0.0
Person_509,0.0,,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,
Person_510,,1.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,0.0,,,,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0
Person_511,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Person_512,0.0,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
Person_513,,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,,,0.0,1.0,,0.0,,,1.0,,1.0,,0.0,,1.0,1.0,0.0,,,1.0,1.0,,1.0,,0.0,1.0,1.0,0.0,,1.0,1.0,,,1.0,,,,1.0,,
Person_514,,,,0.0,1.0,1.0,,0.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,0.0,,,0.0,,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,,0.0,,,1.0,,0.0,1.0,,
Person_515,0.0,1.0,0.0,,,0.0,,0.0,,,,1.0,,,0.0,,0.0,0.0,1.0,,0.0,,0.0,,1.0,0.0,,,,,1.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,1.0,,,0.0,0.0,0.0,
Person_516,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0,,0.0,,,,1.0,,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,,,0.0,,,1.0,,0.0,1.0
Person_517,,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,,0.0,,,1.0,,,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,0.0,0.0
Person_518,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,0.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,0.0,1.0,1.0,,1.0,,,
Person_519,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,,1.0,,1.0,,0.0,1.0,,0.0,,0.0,0.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,,1.0,,0.0,0.0,1.0,0.0,1.0
Person_520,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,0.0,1.0
Person_521,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,,
Person_522,,1.0,0.0,0.0,,0.0,1.0,,,1.0,,1.0,,0.0,,0.0,,,1.0,,,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,,1.0,,1.0,,0.0,1.0,,0.0,,1.0,0.0
Person_523,,1.0,,,1.0,0.0,1.0,1.0,1.0,,,,0.0,,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,,0.0,,,1.0,,,0.0,,,1.0,1.0,,1.0,,0.0,0.0,,1.0,,1.0,1.0,0.0,1.0,,0.0,0.0
Person_524,0.0,1.0,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,,,1.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,0.0,1.0
Person_525,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,,,,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0,,0.0,1.0,1.0,,,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0
Person_526,,,,0.0,0.0,,,,0.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,1.0,,,0.0,,0.0,0.0,,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0
Person_527,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,
Person_528,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,,,0.0,,0.0,,1.0,0.0,,0.0,,,1.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0
Person_529,,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,0.0,0.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,0.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,0.0
Person_530,0.0,1.0,0.0,,1.0,,0.0,,1.0,,,,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,,1.0,,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
Person_531,0.0,1.0,,0.0,,0.0,,0.0,,,,1.0,,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,1.0,0.0,,,0.0,
Person_532,1.0,,0.0,,,0.0,1.0,1.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0
Person_533,,1.0,1.0,,,,,1.0,0.0,,,,1.0,,1.0,1.0,0.0,,1.0,1.0,1.0,,1.0,,0.0,1.0,0.0,1.0,,0.0,,,,1.0,1.0,,0.0,1.0,1.0,1.0,,,,,,0.0,,,1.0,
Person_534,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,0.0
Person_535,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,,1.0,1.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,
Person_536,,1.0,0.0,,1.0,0.0,,1.0,,1.0,,1.0,,,,1.0,1.0,0.0,,,0.0,,1.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,,0.0,1.0,1.0,1.0,,0.0,0.0,,0.0,1.0
Person_537,,1.0,,0.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,,1.0,,0.0,1.0,1.0,,,,,,1.0,,0.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,
Person_538,,0.0,,0.0,,0.0,1.0,1.0,,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,,,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
Person_539,,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,1.0,,0.0,,,0.0,,,,,,0.0,,,0.0,0.0,1.0,,
Person_540,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,
Person_541,,0.0,,,1.0,0.0,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,1.0,,1.0,1.0,0.0,,,,,0.0,,,,,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,,1.0
Person_542,,,,,,1.0,1.0,1.0,0.0,,1.0,1.0,,,0.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.0,1.0,0.0,0.0
Person_543,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,,,0.0,1.0,,0.0,1.0,1.0,,1.0,1.0,0.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,,1.0,0.0,1.0
Person_544,,1.0,0.0,,1.0,,0.0,0.0,,,,,,,0.0,,,0.0,,,1.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0
Person_545,1.0,,1.0,,,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,,1.0,,,0.0,,0.0,,0.0,1.0,1.0,1.0,,1.0,,1.0,0.0,,,,1.0,0.0,0.0,,1.0,,,,0.0,1.0,0.0,1.0
Person_546,,0.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,,
Person_547,0.0,0.0,,,1.0,,,0.0,0.0,0.0,,1.0,,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0
Person_548,,0.0,0.0,,0.0,,,0.0,,,1.0,,0.0,,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0
Person_549,,,,,,,1.0,1.0,,1.0,1.0,1.0,,0.0,,1.0,1.0,0.0,,,1.0,1.0,,0.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Person_550,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Person_551,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,,1.0,,,0.0,1.0,0.0,1.0,,0.0,,,,0.0,1.0,0.0,1.0,,,1.0,,1.0,0.0,0.0
Person_552,,1.0,0.0,0.0,,,1.0,,1.0,1.0,1.0,1.0,0.0,,,0.0,,,1.0,,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.0,,0.0,1.0,
Person_553,1.0,0.0,,1.0,1.0,0.0,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,1.0,,1.0,,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,,0.0,,0.0,
Person_554,,1.0,,0.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,0.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0
Person_555,,1.0,0.0,,,,,,,1.0,,,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,1.0,0.0,1.0,,,,0.0,0.0,,0.0,,,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,,,,
Person_556,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,
Person_557,,,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,0.0,,1.0,1.0
Person_558,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,1.0,,0.0,1.0
Person_559,,1.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,0.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,0.0,0.0
Person_560,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,,,1.0,,0.0,1.0,0.0,,,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,0.0,,1.0,0.0,
Person_561,1.0,,1.0,,1.0,1.0,,0.0,,,,1.0,,1.0,,0.0,,,0.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,1.0,,,1.0,1.0,,,0.0,1.0,,1.0,,1.0,1.0,0.0,1.0,
Person_562,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,,1.0,,1.0
Person_563,0.0,0.0,0.0,0.0,,0.0,,,,1.0,1.0,,0.0,0.0,,,,,0.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
